timestamp,hour,active_users,latency,packet_loss,throughput,signal_strength,congestion_level
2026-01-01 00:00:00,0,81.89765510836051,79.74667262949036,0.761155256867204,89.42657768699331,-50.37848400759189,0
2026-01-01 00:00:05,0,65.74007757551303,64.40486244990272,2.053511006929846,65.0414402041908,-51.862919014281026,0
2026-01-01 00:00:10,0,33.92699615229888,48.21829644922232,1.3613338560896038,69.25905606660574,-49.43014159045338,0
2026-01-01 00:00:15,0,40.20237546433322,54.302032547785956,2.2272567298024577,75.08859212986937,-52.542238961098555,0
2026-01-01 00:00:20,0,47.24394476400362,54.14750635937764,0.35608289163914786,70.73265639558699,-51.786965883892584,0
2026-01-01 00:00:25,0,55.21317766335459,60.72250008929004,1.4937338000511244,72.89953092446514,-51.204414782357155,0
2026-01-01 00:00:30,0,73.15668770537869,171.51864427812475,1.633674515286902,30.88265510248403,-53.37367969343714,0
2026-01-01 00:00:35,0,55.07642733979342,63.62907933473086,1.9145242302872227,80.77923088296713,-49.305591745340784,0
2026-01-01 00:00:40,0,55.96613345189103,68.32031355185882,1.2985470544344868,68.55062105562014,-45.2811346211972,0
2026-01-01 00:00:45,0,43.994214021766936,65.1508680932981,1.4306113462620502,76.41950570614819,-47.05551059732297,0
2026-01-01 00:00:50,0,74.41891235150358,57.48536011047284,1.6468791896261952,67.38923424474703,-49.632956893857994,0
2026-01-01 00:00:55,0,44.81754950004358,49.66529565726818,1.6808870983545807,72.54724645505742,-47.56764135199615,0
2026-01-01 00:01:00,0,54.62630582705124,75.0604183438701,2.7648965381430326,70.63208575116147,-51.23715418577831,0
2026-01-01 00:01:05,0,67.76966910667562,62.73556604118012,1.256028149701694,55.87811437109337,-38.225346334074864,0
2026-01-01 00:01:10,0,70.26813164000802,62.36341684058577,3.0404950473843404,72.88667268805312,-48.96979843710894,0
2026-01-01 00:01:15,0,65.84323299034394,56.98008346315552,0.8008624950706899,71.10795284894263,-51.73043712219205,0
2026-01-01 00:01:20,0,67.18938973971585,69.37296845779154,1.9380768686199203,88.61806627753808,-42.13986094429814,0
2026-01-01 00:01:25,0,49.83346063176865,78.82047440137774,0.9242875897670542,83.16465054931356,-55.60740425116912,0
2026-01-01 00:01:30,0,49.00765976595409,60.123523579056936,2.9252133599404213,74.5073494061469,-51.6658254542055,0
2026-01-01 00:01:35,0,56.38039435204899,73.27576737027731,0.6006009881579366,75.71503003218429,-53.65876372504511,0
2026-01-01 00:01:40,0,55.386067436463236,81.71652178141062,1.844308631294504,54.23535774821815,-54.110843456353955,0
2026-01-01 00:01:45,0,66.28265355597645,54.88926800164943,1.800476729030673,71.71933390573707,-46.87270851289076,0
2026-01-01 00:01:50,0,70.75938471799722,84.18570600112317,2.549902588726278,64.17662184190937,-47.38780675580096,0
2026-01-01 00:01:55,0,80.65844395722517,65.27794560337567,0.5496911780239259,81.77388905802003,-44.6995773539432,0
2026-01-01 00:02:00,0,72.01234132354732,59.74603703712874,2.5985489799036685,63.92094999942064,-53.839578528455625,0
2026-01-01 00:02:05,0,84.85792111098462,63.11675987765323,1.0191066279238865,68.03306864092167,-48.635392100733426,0
